SID,科目コード,評点
001030,00520185750016,80
001295,00520185750016,88
000827,00520185750016,79
001031,00120181639595,79
000955,00120181639595,78
000178,00120181639595,79
000077,00120181639595,86
001166,00120181639595,82
000219,00120181639595,94
001309,00120181639595,66
000290,00120181639595,87
000771,00120181639595,73
000914,00120181639595,85
001422,00120181639595,85
000391,00120181639595,83
000318,00120181639595,79
000388,00120181639595,81
000141,00120181639595,75
000895,00120181639595,77
000014,00120181639595,77
001236,00120181639595,87
000032,00120181639595,88
001301,00120181639595,70
000369,00120181639595,84
000096,00120181639595,86
000121,00120181639595,92
001209,00120181639595,79
000754,00120181639595,72
001405,00120181639595,69
001243,00120181639595,76
000648,00120181639595,80
001031,00620161519174,84
000253,00620161519174,83
000551,00620161519174,94
001282,00620161519174,71
000388,00620161519174,75
001339,00620161519174,84
000683,00620161519174,72
001081,00620161519174,78
001163,00620161519174,91
001269,00620161519174,82
001260,00620161519174,88
000682,00620161519174,70
000327,00620161519174,82
000310,00820181440012,85
000054,00820181440012,73
001343,00820181440012,73
000873,00820181440012,81
000696,00820181440012,69
001374,00820181440012,84
000411,00820181440012,89
000580,00820181440012,80
001067,00820181440012,73
000527,00820181440012,85
000492,00820181440012,79
000403,00820181440012,83
001323,00820181440012,73
000219,00820181440012,85
000176,00820181440012,77
000225,00820181440012,84
000914,00820181440012,88
001422,00820181440012,84
000391,00820181440012,82
000032,00820181440012,84
001301,00820181440012,75
001209,00820181440012,84
000683,00820181440012,72
001081,00820181440012,81
000682,00820181440012,58
001314,00820181440012,80
000240,00820181440012,79
000266,00820181440012,79
001175,00820181440012,87
000782,00820181440012,78
000987,00820181440012,77
001295,00820181440012,87
000310,00820181440020,80
000054,00820181440020,77
001343,00820181440020,76
000873,00820181440020,71
000696,00820181440020,73
001374,00820181440020,91
000411,00820181440020,90
000580,00820181440020,86
001067,00820181440020,75
000527,00820181440020,87
000492,00820181440020,80
000403,00820181440020,80
001323,00820181440020,74
000219,00820181440020,89
000176,00820181440020,68
000225,00820181440020,77
000914,00820181440020,87
001422,00820181440020,77
000391,00820181440020,86
000032,00820181440020,84
001301,00820181440020,72
001209,00820181440020,75
000683,00820181440020,74
001081,00820181440020,73
000682,00820181440020,65
001314,00820181440020,76
000240,00820181440020,77
000266,00820181440020,79
001175,00820181440020,82
000782,00820181440020,83
000987,00820181440020,71
001295,00820181440020,86
000310,00220211710184,81
001138,00220211710184,86
000493,00220211710184,77
001343,00220211710184,78
000920,00220211710184,79
000778,00220211710184,77
001374,00220211710184,83
000549,00220211710184,88
000318,00220211710184,82
000575,00220211710184,74
000737,00220211710184,78
000310,00320211930109,80
000034,00320211930109,86
001223,00320211930109,79
000727,00320211930109,78
000603,00320211930109,71
001094,00320211930109,80
000411,00320211930109,91
001067,00320211930109,72
000077,00320211930109,68
001166,00320211930109,84
000420,00320211930109,75
001440,00320211930109,74
000403,00320211930109,74
001282,00320211930109,71
001269,00320211930109,81
001084,00320211930109,81
000310,00420171562819,80
000727,00420171562819,80
000411,00420171562819,90
000527,00420171562819,85
000484,00420171562819,73
001044,00420171562819,78
000255,00420171562819,98
000524,00420171562819,85
001316,00420171562819,69
000278,00420171562819,77
000240,00420171562819,76
000765,00420171562819,79
001257,00420171562819,70
000987,00420171562819,68
000503,00420171562819,65
000310,00420161760017,82
001138,00420161760017,86
000065,00420161760017,74
000961,00420161760017,78
000727,00420161760017,77
000609,00420161760017,70
001079,00420161760017,86
000327,00420161760017,83
001044,00420161760017,71
000754,00420161760017,69
000524,00420161760017,76
001084,00420161760017,79
000240,00420161760017,80
000781,00420161760017,83
000765,00420161760017,78
000177,00420161760017,74
001243,00420161760017,73
000969,00420161760017,72
000266,00420161760017,78
000243,00420161760017,75
000310,00420181639684,88
000411,00420181639684,90
001309,00420181639684,69
001236,00420181639684,82
000327,00420181639684,82
001314,00420181639684,76
001405,00420181639684,69
001413,00420181639684,80
000524,00420181639684,81
001316,00420181639684,79
001084,00420181639684,85
000278,00420181639684,76
000240,00420181639684,79
000765,00420181639684,77
001243,00420181639684,78
001257,00420181639684,76
000969,00420181639684,81
000310,00120201920014,78
001067,00120201920014,71
000179,00120201920014,82
000722,00120201920014,86
000914,00120201920014,88
000100,00120201920014,77
001422,00120201920014,88
000388,00120201920014,78
000141,00120201920014,67
000014,00120201920014,79
001236,00120201920014,88
000032,00120201920014,84
001301,00120201920014,74
000096,00120201920014,82
001413,00120201920014,79
001084,00120201920014,76
000240,00120201920014,72
000992,00120201920014,81
000310,00320191548620,79
000546,00320191548620,67
001444,00320191548620,75
000527,00320191548620,83
000077,00320191548620,79
001323,00320191548620,75
001188,00320191548620,71
000225,00320191548620,78
000089,00320191548620,73
000754,00320191548620,74
001175,00320191548620,80
001295,00320191548620,91
000310,00320181639412,81
000065,00320181639412,73
001223,00320181639412,83
001094,00320181639412,84
000411,00320181639412,90
000580,00320181639412,89
000513,00320181639412,73
001199,00320181639412,78
000527,00320181639412,85
000077,00320181639412,79
001166,00320181639412,80
000555,00320181639412,90
000549,00320181639412,80
001282,00320181639412,70
001128,00320181639412,88
001323,00320181639412,75
000895,00320181639412,78
001338,00320181639412,86
000052,00320181639412,82
000310,00420181519158,81
000065,00420181519158,73
000551,00420181519158,86
001000,00420181519158,83
000609,00420181519158,75
000327,00420181519158,83
001044,00420181519158,76
000255,00420181519158,90
000524,00420181519158,83
001084,00420181519158,83
000240,00420181519158,78
000781,00420181519158,86
000765,00420181519158,74
001243,00420181519158,87
001257,00420181519158,74
000969,00420181519158,80
000266,00420181519158,78
000129,00420181519158,78
000310,00520181570315,82
000727,00520181570315,79
001285,00520181570315,72
000179,00520181570315,87
000032,00520181570315,85
001079,00520181570315,81
000754,00520181570315,69
001084,00520181570315,81
000724,00520181570315,77
001175,00520181570315,80
000782,00520181570315,79
000987,00520181570315,70
000648,00520181570315,87
000948,00520181570315,72
000503,00520181570315,68
001060,00520181570315,81
000746,00520181570315,82
001030,00520181570315,79
001295,00520181570315,92
000243,00520181570315,76
000992,00520181570315,81
001359,00520181570315,58
000310,00620211519204,84
000179,00620211519204,80
000014,00620211519204,81
001079,00620211519204,72
000532,00620211519204,71
001081,00620211519204,78
001269,00620211519204,83
000653,00620211519204,71
000682,00620211519204,70
000330,00620211519204,80
000327,00620211519204,87
000746,00620211519204,87
000436,00620211519204,81
000243,00620211519204,77
000054,00220201529382,68
000955,00220201529382,77
000452,00220201529382,81
000551,00220201529382,84
000778,00220201529382,75
001199,00220201529382,84
000077,00220201529382,78
000895,00220201529382,72
000653,00220201529382,74
000503,00220201529382,70
000054,00420191750038,79
000034,00420191750038,83
001440,00420191750038,77
001117,00420191750038,90
000096,00420191750038,72
001081,00420191750038,77
001260,00420191750038,93
000906,00420191750038,72
000327,00420191750038,78
001044,00420191750038,75
000754,00420191750038,70
000255,00420191750038,95
001316,00420191750038,72
000278,00420191750038,82
000781,00420191750038,76
000765,00420191750038,67
000177,00420191750038,80
001257,00420191750038,74
000969,00420191750038,79
000266,00420191750038,83
000129,00420191750038,79
001062,00420191750038,88
000648,00420191750038,91
000992,00420191750038,86
000054,00520201570366,81
000065,00520201570366,78
000551,00520201570366,88
000727,00520201570366,81
000333,00520201570366,84
001199,00520201570366,84
001323,00520201570366,78
001338,00520201570366,86
001405,00520201570366,68
000724,00520201570366,77
000839,00520201570366,87
001175,00520201570366,79
000782,00520201570366,78
000987,00520201570366,70
001062,00520201570366,92
000948,00520201570366,83
000449,00520201570366,84
000746,00520201570366,84
000436,00520201570366,84
000054,00520171570234,81
001374,00520171570234,80
001094,00520171570234,78
001282,00520171570234,68
000484,00520171570234,71
000724,00520171570234,67
001150,00520171570234,79
001062,00520171570234,95
000648,00520171570234,79
000948,00520171570234,76
000746,00520171570234,83
001030,00520171570234,70
001295,00520171570234,91
000243,00520171570234,73
000992,00520171570234,84
001359,00520171570234,63
000054,00620161519182,76
000178,00620161519182,88
000219,00620161519182,86
001000,00620161519182,87
000089,00620161519182,73
001339,00620161519182,86
001079,00620161519182,75
000532,00620161519182,69
000683,00620161519182,65
001163,00620161519182,90
001269,00620161519182,77
000653,00620161519182,80
000682,00620161519182,65
000330,00620161519182,73
001405,00620161519182,68
000054,00120211740156,71
000892,00120211740156,78
000403,00120211740156,77
000219,00120211740156,88
000176,00120211740156,72
001309,00120211740156,69
000914,00120211740156,83
000100,00120211740156,76
001422,00120211740156,83
000391,00120211740156,81
000318,00120211740156,83
000895,00120211740156,77
000032,00120211740156,86
001301,00120211740156,78
000096,00120211740156,80
000609,00120211740156,81
000121,00120211740156,88
001338,00120211740156,86
000484,00120211740156,82
000948,00120211740156,81
000054,00420181760092,69
000492,00420181760092,77
000555,00420181760092,85
000089,00420181760092,71
000121,00420181760092,93
001339,00420181760092,78
001260,00420181760092,87
000327,00420181760092,84
001044,00420181760092,81
001405,00420181760092,73
001316,00420181760092,76
000240,00420181760092,82
000781,00420181760092,82
000765,00420181760092,78
000177,00420181760092,86
000969,00420181760092,79
000266,00420181760092,83
000129,00420181760092,77
000054,00320181519140,68
000493,00320181519140,76
000727,00320181519140,79
001285,00320181519140,71
001014,00320181519140,85
000513,00320181519140,73
000152,00320181519140,71
000077,00320181519140,85
001440,00320181519140,72
000403,00320181519140,81
001282,00320181519140,73
001128,00320181519140,85
001323,00320181519140,73
000100,00320181519140,77
000683,00320181519140,69
000054,00520171920014,76
000778,00520171920014,76
000318,00520171920014,73
000609,00520171920014,85
000724,00520171920014,63
000839,00520171920014,87
001175,00520171920014,77
000987,00520171920014,78
000648,00520171920014,84
000948,00520171920014,74
000449,00520171920014,75
001060,00520171920014,77
001030,00520171920014,76
001295,00520171920014,89
000243,00520171920014,71
000992,00520171920014,80
000827,00520171920014,92
001359,00520171920014,61
000054,00120191555030,74
001138,00120191555030,85
001323,00120191555030,73
001000,00120191555030,88
000176,00120191555030,73
000100,00120191555030,78
001422,00120191555030,78
000575,00120191555030,72
000089,00120191555030,76
000895,00120191555030,72
001236,00120191555030,83
000369,00120191555030,83
000096,00120191555030,86
000121,00120191555030,88
001338,00120191555030,86
